# index, _pos
17119,"array([0.94302837, 2.80063466])"
17120,"array([0.93920362, 2.91550474])"
17121,"array([0.98919398, 2.8493635 ])"
17122,"array([1.27002338, 2.8452053 ])"
17123,"array([0.98155391, 2.82251585])"
17124,"array([0.94455241, 2.91010553])"
17125,"array([0.93796503, 2.89798618])"
17126,"array([0.9711425 , 2.84813212])"
17127,"array([0.80277488, 2.86315365])"
17128,"array([1.0729074 , 2.91753952])"
17129,"array([1.08028983, 2.87149216])"
17130,"array([0.99823314, 2.90511694])"
17131,"array([1.02004774, 2.85346501])"
17132,"array([0.82615465, 2.89063505])"
17133,"array([0.98566295, 2.79167376])"
17134,"array([1.02714011, 2.81008366])"
17135,"array([0.85695066, 2.82450192])"
17136,"array([0.80440387, 2.76886748])"
17137,"array([0.80102293, 2.77979915])"
17138,"array([0.93630698, 2.87354319])"
17139,"array([1.02520354, 2.89110191])"
17140,"array([1.05943026, 2.92767147])"
17141,"array([0.80006603, 3.02483606])"
17142,"array([1.22813123, 2.89880101])"
17143,"array([1.15077881, 2.94094917])"
17144,"array([0.87261917, 3.05937125])"
17145,"array([0.93449759, 2.90284539])"
17146,"array([0.9845897 , 2.83940322])"
17147,"array([0.93111034, 2.84928681])"
17148,"array([1.00606594, 2.88380025])"
17149,"array([0.91554731, 2.91284074])"
17150,"array([1.11220847, 2.8400396 ])"
17151,"array([1.10229176, 2.95682647])"
17152,"array([1.10020842, 2.9069352 ])"
17153,"array([0.91114929, 2.89508296])"
17154,"array([0.99759074, 2.82697239])"
17155,"array([1.0168039 , 2.85646107])"
17156,"array([1.00596373, 2.88869099])"
17157,"array([0.97213269, 2.85954494])"
17158,"array([1.04997085, 2.84732608])"
17159,"array([0.9838229 , 2.79886128])"
17160,"array([0.98768841, 2.89471484])"
17161,"array([0.86064051, 2.87878435])"
17162,"array([0.99850008, 2.87705847])"
17163,"array([1.0500501 , 2.86362758])"
17164,"array([1.11679263, 2.92519992])"
17165,"array([1.02814866, 2.8053241 ])"
17166,"array([0.93884156, 2.84900597])"
17167,"array([1.01057512, 2.86363353])"
17168,"array([1.02680972, 2.87448445])"
17169,"array([0.92709705, 2.87083198])"
17170,"array([0.99615909, 2.80407129])"
17171,"array([1.06160716, 2.86541392])"
17172,"array([0.99394916, 2.81714467])"
17173,"array([0.98877717, 2.81506999])"
17174,"array([0.93382358, 2.83406958])"
17175,"array([1.0471685 , 2.86689307])"
17176,"array([1.03443208, 2.89664146])"
17177,"array([1.05439869, 2.84556423])"
17178,"array([0.98348344, 2.8742894 ])"
17179,"array([1.03415056, 2.82261427])"
17180,"array([0.92019904, 2.90402689])"
17181,"array([0.99754791, 2.82145299])"
17182,"array([1.0521055 , 2.87599704])"
17183,"array([0.77066454, 2.86019812])"
17184,"array([1.10386448, 2.84161234])"
17185,"array([0.93069374, 2.87534338])"
17186,"array([1.22260601, 2.90785549])"
17187,"array([1.05617257, 2.84045028])"
17188,"array([1.10630311, 2.88170765])"
17189,"array([0.98407912, 2.84571936])"
17190,"array([1.02254986, 2.81836236])"
17191,"array([1.16368451, 2.86837889])"
17192,"array([0.9807441 , 2.82946278])"
17193,"array([1.03962008, 2.80505547])"
17194,"array([1.02862868, 2.85158425])"
17195,"array([1.00148895, 2.88124021])"
17196,"array([0.94587516, 2.8430535 ])"
17197,"array([0.68676326, 2.80264415])"
17198,"array([1.02178967, 2.83421982])"
17199,"array([0.90545118, 2.77138227])"
17200,"array([0.726683  , 2.87776568])"
17201,"array([1.04936604, 2.87092222])"
17202,"array([0.98947524, 2.79754859])"
17203,"array([1.0689167 , 2.87449707])"
17204,"array([1.06294068, 3.01403586])"
17205,"array([1.04740253, 2.944196  ])"
17206,"array([0.84712621, 2.93945142])"
17207,"array([1.01122507, 2.91612369])"
17208,"array([0.99218603, 2.7921283 ])"
17209,"array([1.1295793 , 2.84914948])"
17210,"array([1.13577679, 2.85544068])"
17211,"array([1.03159668, 2.84047482])"
17212,"array([1.05225811, 2.82803771])"
17213,"array([1.01115804, 2.88900247])"
17214,"array([1.03293465, 2.84902987])"
17215,"array([1.11064236, 2.8784264 ])"
17216,"array([1.08044294, 2.90097003])"
17217,"array([1.03886663, 2.89676748])"
17218,"array([1.03023262, 2.83197255])"
17219,"array([1.0206986 , 2.93787554])"
17220,"array([0.96547678, 2.87242702])"
17221,"array([1.14298653, 2.85125225])"
17222,"array([0.99825791, 2.91808596])"
17223,"array([0.92441291, 2.87715481])"
17224,"array([0.93129065, 2.91022764])"
17225,"array([1.08188852, 2.90597603])"
17226,"array([0.97845256, 2.84899026])"
17227,"array([1.03573835, 2.80853477])"
17228,"array([1.26606616, 2.87839282])"
17229,"array([0.93473199, 2.82737298])"
17230,"array([1.14145765, 2.85443581])"
17231,"array([1.19373149, 2.96850462])"
17232,"array([1.21715734, 2.88569289])"
17233,"array([0.94195807, 2.85615293])"
17234,"array([0.99207367, 2.90563226])"
17235,"array([0.93665645, 2.81751244])"
17236,"array([0.93877388, 2.89166369])"
17237,"array([1.07839249, 3.06607632])"
17238,"array([1.07461987, 3.03617664])"
17239,"array([1.38807788, 3.1477782 ])"
17240,"array([1.39851067, 3.12640843])"
17241,"array([1.33234136, 3.20240595])"
17242,"array([1.35262294, 3.1540456 ])"
17243,"array([1.41146214, 3.33576339])"
17244,"array([1.22489946, 2.90468588])"
17245,"array([1.22031128, 2.76100088])"
17246,"array([1.12128172, 2.97983094])"
17247,"array([1.28719569, 2.87859342])"
17248,"array([1.43615874, 2.37835397])"
17249,"array([1.41535028, 2.51265862])"
17250,"array([1.35613607, 2.60833308])"
17251,"array([1.31980708, 2.43660402])"
17252,"array([1.32069152, 2.49574294])"
17253,"array([1.46729379, 2.52190904])"
17254,"array([1.43022716, 2.47637669])"
17255,"array([1.41699876, 2.46866903])"
17256,"array([1.40134397, 2.4346122 ])"
17257,"array([1.34068227, 2.6678495 ])"
17258,"array([1.27597265, 2.57429492])"
17259,"array([1.42652154, 2.48783684])"
17260,"array([1.36064186, 2.50360747])"
17261,"array([1.28078647, 2.60873782])"
17262,"array([1.29351458, 2.53766337])"
17263,"array([1.31512191, 2.51256007])"
17264,"array([1.27674257, 2.54833041])"
17265,"array([1.29836105, 2.53949042])"
17266,"array([1.30977152, 2.27393427])"
17267,"array([1.39070957, 2.51923637])"
17268,"array([1.37862641, 2.37697688])"
17269,"array([1.32238298, 2.56132021])"
17270,"array([1.4320731 , 2.40916887])"
17271,"array([1.19676492, 3.44348137])"
17272,"array([1.21709603, 3.34141234])"
17273,"array([1.26473822, 3.47185325])"
17274,"array([1.25676424, 3.50353376])"
17275,"array([1.22957197, 3.47183767])"
17276,"array([1.24833805, 3.19982156])"
17277,"array([1.25578604, 3.48496632])"
17278,"array([1.25280378, 3.47364707])"
17279,"array([1.24713061, 3.78918364])"
17280,"array([1.2012754 , 3.61481194])"
17281,"array([1.27863412, 3.432536  ])"
17282,"array([1.17191253, 3.43788432])"
17283,"array([1.22544131, 3.51330035])"
17284,"array([1.23499351, 3.48458551])"
17285,"array([1.23210526, 3.49293668])"
17286,"array([1.22270423, 3.49208871])"
17287,"array([1.1820796 , 3.49270804])"
17288,"array([1.21761742, 3.40414592])"
17289,"array([1.18351429, 3.55776978])"
17290,"array([1.22384957, 3.41337379])"
17291,"array([1.15952778, 3.56373166])"
17292,"array([1.32761934, 3.30127538])"
17293,"array([1.25665235, 3.27671264])"
17294,"array([1.26516577, 3.49595115])"
17295,"array([1.19057154, 3.53530799])"
17296,"array([1.15460931, 3.67656759])"
17297,"array([1.14859316, 3.61496865])"
17298,"array([1.29580638, 3.07273636])"
17299,"array([1.18767152, 4.17434917])"
17300,"array([1.15960062, 4.25064243])"
17301,"array([1.17948658, 4.25733494])"
17302,"array([1.16446275, 4.29466087])"
17303,"array([1.13657592, 4.25269473])"
17304,"array([1.15337972, 4.26931802])"
17305,"array([1.18292684, 4.29665778])"
17306,"array([1.20302918, 4.29401703])"
17307,"array([1.17124286, 4.2764584 ])"
17308,"array([1.21351141, 4.27701823])"
17309,"array([1.131792  , 4.27225922])"
17310,"array([1.20003423, 4.25996353])"
17311,"array([1.18990263, 4.27742557])"
17312,"array([1.14611491, 4.28752038])"
17313,"array([1.18136342, 3.10812231])"
17314,"array([1.27073274, 4.14883049])"
17315,"array([1.27048107, 3.0722447 ])"
17316,"array([1.20309867, 3.23306449])"
17317,"array([1.26435319, 4.2710047 ])"
17318,"array([1.31705143, 4.24600357])"
17319,"array([1.28922887, 4.24988531])"
17320,"array([1.27880101, 4.23174316])"
17321,"array([1.30460433, 4.26293707])"
17322,"array([1.2843983 , 4.27024286])"
17323,"array([1.301614  , 4.23207769])"
17324,"array([1.23826385, 4.23938326])"
17325,"array([1.2692934 , 4.25186692])"
17326,"array([1.25808356, 4.23392015])"
17327,"array([1.24840641, 4.25770512])"
17328,"array([1.24526942, 3.48563228])"
17329,"array([1.22139764, 3.30592979])"
17330,"array([1.15431883, 3.27138422])"
17331,"array([1.20569227, 3.42457929])"
17332,"array([1.27302673, 3.063843  ])"
17333,"array([1.24816409, 3.45030815])"
17334,"array([1.22329809, 3.3586888 ])"
17335,"array([1.18969951, 3.19981622])"
17336,"array([1.33081736, 3.53744207])"
17337,"array([1.21381151, 3.19792076])"
17338,"array([1.21346706, 3.37495503])"
17339,"array([1.23949297, 3.61077315])"
17340,"array([1.25529598, 3.46147451])"
17341,"array([1.22148655, 3.24364104])"
17342,"array([1.22769843, 3.692192  ])"
17343,"array([1.22809523, 3.4313752 ])"
17344,"array([1.21936035, 3.4295154 ])"
17345,"array([1.12533991, 3.3435588 ])"
17346,"array([1.17805055, 3.45786257])"
17347,"array([1.24078807, 3.49703392])"
17348,"array([1.21063587, 3.46802842])"
17349,"array([1.25763369, 3.41352203])"
17350,"array([1.22996831, 3.44284273])"
17351,"array([1.24520151, 3.46371674])"
17352,"array([1.24317689, 3.17730992])"
17353,"array([1.26415676, 3.40602219])"
17354,"array([1.08080655, 2.74380718])"
17355,"array([0.81986429, 2.61128721])"
17356,"array([0.97228266, 2.73610376])"
17357,"array([0.97625117, 2.76687919])"
17358,"array([1.0395546 , 2.83103368])"
17359,"array([0.87878413, 2.81576322])"
17360,"array([0.67951673, 2.75656718])"
17361,"array([0.98289333, 2.77940829])"
17362,"array([0.88878503, 2.71894095])"
17363,"array([0.83589715, 2.76192074])"
17364,"array([0.88548143, 2.72615339])"
17365,"array([1.02137737, 2.7891987 ])"
17366,"array([0.87048555, 2.78628744])"
17367,"array([0.71240268, 2.72246811])"
17368,"array([0.90210203, 2.79897141])"
17369,"array([0.78444973, 2.71335073])"
17370,"array([0.86693343, 2.69689216])"
17371,"array([0.97692241, 2.73033179])"
17372,"array([1.00580649, 2.77820809])"
17373,"array([0.91533974, 2.68264589])"
17374,"array([0.98143476, 2.72532473])"
17375,"array([0.97057923, 2.77175644])"
17376,"array([0.96941576, 2.75667984])"
17377,"array([0.99965627, 2.76890547])"
17378,"array([0.98664953, 2.73724797])"
17379,"array([1.47329702, 3.429847  ])"
17380,"array([1.414879  , 3.22255856])"
17381,"array([1.44686104, 3.44190841])"
17382,"array([1.51037573, 3.43963525])"
17383,"array([1.52601486, 3.40218668])"
17384,"array([1.5317762 , 3.24581591])"
17385,"array([1.46451609, 3.44985924])"
17386,"array([1.4636519 , 3.47812075])"
17387,"array([1.49579312, 3.4685091 ])"
17388,"array([1.50723396, 3.26445254])"
17389,"array([1.48255174, 3.43978857])"
17390,"array([1.45901989, 3.43988514])"
17391,"array([1.5047169 , 3.47511041])"
17392,"array([1.44413013, 3.47052483])"
17393,"array([1.48532732, 3.42890286])"
17394,"array([1.43671813, 3.46127814])"
17395,"array([1.45871148, 3.48813759])"
17396,"array([1.51461608, 3.25881973])"
17397,"array([1.44027782, 3.45155957])"
17398,"array([1.44894065, 3.46044637])"
17399,"array([1.51666757, 3.44793003])"
17400,"array([1.48346175, 3.45358155])"
17401,"array([1.46766208, 3.46795601])"
17402,"array([1.46088929, 3.459424  ])"
17403,"array([1.50414946, 3.46253024])"
17404,"array([1.52695554, 3.44205148])"
17405,"array([1.51486959, 3.45773069])"
17406,"array([1.47136525, 3.48758547])"
17407,"array([1.45584858, 3.46934261])"
17408,"array([1.4779592 , 3.46654606])"
17409,"array([1.47250013, 3.45825929])"
17410,"array([1.48744456, 3.46242728])"
17411,"array([1.50420258, 3.4300542 ])"
17412,"array([1.47556149, 3.44765059])"
17413,"array([1.47498469, 3.47727   ])"
17414,"array([1.49087157, 3.44620023])"
17415,"array([1.5057057 , 3.45177336])"
17416,"array([1.50108376, 3.44320179])"
17417,"array([1.51524475, 3.42559487])"
17418,"array([1.45363035, 3.45059153])"
17419,"array([1.49505924, 3.48158297])"
17420,"array([1.48628553, 3.47481847])"
17421,"array([1.51364845, 3.46969433])"
17422,"array([1.2345842, 3.2366788])"
17423,"array([1.52471002, 3.4637408 ])"
17424,"array([1.45101463, 3.47915219])"
17425,"array([1.52802273, 3.45369667])"
17426,"array([1.47016959, 3.43892314])"
17427,"array([1.49485185, 3.45553732])"
17428,"array([1.4943873 , 3.43440763])"
17429,"array([1.48411585, 3.4859263 ])"
17430,"array([1.13177027, 3.13511817])"
17431,"array([1.05904488, 3.11670831])"
17432,"array([1.08540575, 3.23923953])"
17433,"array([1.08244167, 2.98719823])"
17434,"array([0.99200875, 3.07216392])"
17435,"array([0.8484549 , 3.11164993])"
17436,"array([0.97901552, 3.1294944 ])"
17437,"array([1.07662002, 3.15776706])"
17438,"array([1.08517415, 3.16947887])"
17439,"array([1.14625508, 3.02774905])"
17440,"array([1.09530944, 3.07511396])"
17441,"array([1.06865893, 3.1751453 ])"
17442,"array([1.1916335 , 3.05645029])"
17443,"array([1.09514675, 3.20749985])"
17444,"array([1.14365762, 3.02418159])"
17445,"array([1.18948985, 3.05986879])"
17446,"array([1.20335703, 3.06465229])"
17447,"array([0.92408854, 3.08727485])"
17448,"array([1.06750065, 3.09212904])"
17449,"array([1.18963638, 3.03077472])"
17450,"array([1.34342096, 2.72514869])"
17451,"array([1.69844635, 3.06285363])"
17452,"array([1.69283011, 3.07763781])"
17453,"array([1.75075854, 3.06935923])"
17454,"array([1.85466422, 3.13991462])"
17455,"array([1.9089873 , 3.14983037])"
17456,"array([1.95216478, 3.17303308])"
17457,"array([1.69889773, 3.07062138])"
17458,"array([1.72537564, 3.08005126])"
17459,"array([1.76869788, 3.08731773])"
17460,"array([1.9286047 , 3.19126037])"
17461,"array([1.17266276, 2.80953265])"
17462,"array([0.8695543 , 2.72270789])"
17463,"array([1.3869634 , 3.46600128])"
17464,"array([1.47560824, 3.30740011])"
17465,"array([1.41350635, 3.50388259])"
17466,"array([1.3719776 , 3.09732093])"
17467,"array([1.39990211, 3.22362474])"
17468,"array([1.42747868, 3.40340086])"
17469,"array([1.3870519 , 3.27779331])"
17470,"array([1.36877133, 3.19689728])"
17471,"array([1.40173211, 3.26800534])"
17472,"array([1.35209961, 3.10885719])"
17473,"array([1.35747936, 3.12423389])"
17474,"array([1.34412055, 3.11724955])"
17475,"array([1.26684555, 3.04345736])"
17476,"array([1.3765018 , 3.32948368])"
17477,"array([1.39627612, 3.22902807])"
17478,"array([1.49163184, 3.18548333])"
17479,"array([1.37854031, 3.27740259])"
17480,"array([1.32963156, 3.03314829])"
17481,"array([1.37937807, 3.2990917 ])"
17482,"array([1.42571499, 3.29430796])"
17483,"array([1.41138866, 3.12803764])"
17484,"array([1.46643361, 3.38651835])"
17485,"array([1.3776928 , 3.47195001])"
17486,"array([-1.56253661,  6.90359503])"
17487,"array([1.36247201, 3.10991117])"
17488,"array([1.40158076, 3.25471209])"
17489,"array([1.39229186, 3.22351561])"
17490,"array([1.3601585 , 3.27590942])"
17491,"array([1.41675129, 3.14731976])"
17492,"array([1.4420439 , 3.40736575])"
17493,"array([1.38996267, 3.22950198])"
17494,"array([1.62642785, 3.12439445])"
17495,"array([1.41446346, 2.96572857])"
17496,"array([1.52818131, 3.15121579])"
17497,"array([1.45370373, 2.94235951])"
17498,"array([1.57843785, 3.04322397])"
17499,"array([1.49069862, 3.08901576])"
17500,"array([1.57276916, 3.00490249])"
17501,"array([1.58771544, 2.9547585 ])"
17502,"array([1.34573009, 2.98544049])"
17503,"array([1.16599673, 3.07312824])"
17504,"array([1.54318887, 3.15977578])"
17505,"array([1.36631073, 3.04457688])"
17506,"array([1.41190904, 2.98014867])"
17507,"array([1.46448346, 2.90044371])"
17508,"array([1.54113681, 3.00471082])"
17509,"array([1.46065541, 2.89392208])"
17510,"array([1.3457492 , 2.84430622])"
17511,"array([1.40910642, 2.90855691])"
17512,"array([1.329336  , 2.85213753])"
17513,"array([1.41839451, 2.89269713])"
17514,"array([1.69476347, 3.02785114])"
17515,"array([1.35930288, 2.89822511])"
17516,"array([1.43154247, 2.93132555])"
17517,"array([1.34464252, 2.81813294])"
17518,"array([1.38872596, 2.75205231])"
17519,"array([1.40258975, 2.85649621])"
17520,"array([1.3121608 , 2.85693492])"
17521,"array([1.37450722, 2.87747509])"
17522,"array([1.59323102, 3.00089313])"
17523,"array([1.06568673, 2.74492454])"
17524,"array([0.8740324 , 2.84794609])"
17525,"array([0.80757573, 2.61108721])"
17526,"array([1.3880344 , 2.86991202])"
17527,"array([1.1399514 , 2.91377515])"
17528,"array([1.50565877, 3.10752781])"
17529,"array([1.40124969, 2.97961995])"
17530,"array([1.18093996, 3.05003825])"
17531,"array([1.0140922 , 3.07317321])"
17532,"array([0.90192667, 3.11623567])"
17533,"array([1.00861167, 2.96563843])"
17534,"array([0.94119608, 2.95998336])"
17535,"array([1.02918862, 2.97282661])"
17536,"array([0.99483371, 3.01444221])"
17537,"array([0.84980878, 3.01197479])"
17538,"array([0.93732931, 2.94577367])"
17539,"array([0.91121342, 3.08079854])"
17540,"array([0.84272369, 3.03722558])"
17541,"array([0.88181891, 3.1228926 ])"
17542,"array([0.75978634, 3.12373965])"
17543,"array([0.91161161, 2.94543426])"
17544,"array([0.80625161, 3.04767768])"
17545,"array([1.0127427 , 3.02764219])"
17546,"array([1.02683636, 2.96341327])"
17547,"array([0.94544359, 2.96655366])"
17548,"array([0.96362088, 2.98582969])"
17549,"array([0.95856716, 2.99263118])"
17550,"array([1.10135288, 2.99992428])"
17551,"array([0.92172245, 2.92345029])"
17552,"array([1.37900901, 3.48384441])"
17553,"array([1.38833031, 3.47639628])"
17554,"array([1.3096992 , 2.94230545])"
17555,"array([1.25562353, 2.91039725])"
17556,"array([1.19044058, 2.98166435])"
17557,"array([1.02553612, 3.07696917])"
17558,"array([0.85064298, 2.83219103])"
17559,"array([0.87782648, 2.83669419])"
17560,"array([1.05259473, 2.82297904])"
17561,"array([0.92682992, 2.81273286])"
17562,"array([0.97669878, 2.77530052])"
17563,"array([0.93209633, 2.84259145])"
17564,"array([1.03828019, 2.86206976])"
17565,"array([1.0014937 , 2.83013637])"
17566,"array([0.85719931, 2.83892033])"
17567,"array([1.07845276, 2.86315553])"
17568,"array([0.84232681, 2.83430835])"
17569,"array([1.05844947, 2.84874916])"
17570,"array([1.20918877, 2.94400119])"
17571,"array([1.10603444, 2.85247696])"
17572,"array([1.03910791, 2.85156327])"
17573,"array([0.98007751, 2.80364279])"
17574,"array([1.03044086, 2.81866476])"
17575,"array([1.56432366, 2.61989913])"
17576,"array([1.59409266, 2.58107666])"
17577,"array([1.77050917, 2.42906463])"
17578,"array([1.66507771, 2.47337443])"
17579,"array([1.5012239 , 2.33732454])"
17580,"array([1.40275081, 2.51292937])"
17581,"array([1.334767  , 2.49206047])"
17582,"array([1.24797768, 2.51750922])"
17583,"array([1.38982018, 2.59671578])"
17584,"array([1.47873137, 2.38190346])"
17585,"array([1.48640052, 2.37991836])"
17586,"array([1.38038363, 2.67880995])"
