# index, _pos
16461,"array([1.77773349, 3.09711313])"
16462,"array([1.73970452, 3.09028081])"
16463,"array([1.59338257, 3.43295951])"
16464,"array([1.59305337, 3.44425595])"
16465,"array([1.59489658, 3.45841001])"
16466,"array([1.57485113, 3.46472909])"
16467,"array([1.07289937, 2.84028477])"
16468,"array([0.90245937, 2.8581114 ])"
16469,"array([1.12687593, 2.80560747])"
16470,"array([1.12340874, 2.87932168])"
16471,"array([0.92826586, 2.82585197])"
16472,"array([1.04186212, 2.84657193])"
16473,"array([1.11253117, 2.82336158])"
16474,"array([1.07338727, 2.83102805])"
16475,"array([1.14223345, 2.80855393])"
16476,"array([1.14294138, 2.83459929])"
16477,"array([0.98542752, 2.78556802])"
16478,"array([1.12594926, 2.80941991])"
16479,"array([1.13259442, 2.81583931])"
16480,"array([0.84178335, 2.71968097])"
16481,"array([1.12946439, 2.82722997])"
16482,"array([0.83956694, 2.77152034])"
16483,"array([1.14795918, 2.83115219])"
16484,"array([1.12064901, 2.82752328])"
16485,"array([1.13684832, 2.81217192])"
16486,"array([0.85032151, 2.73330034])"
16487,"array([1.08388392, 2.85702198])"
16488,"array([1.5077209 , 2.96083455])"
16489,"array([1.59761751, 2.98171413])"
16490,"array([1.17170603, 2.85970549])"
16491,"array([1.63051336, 2.96745226])"
16492,"array([1.56046986, 2.96821175])"
16493,"array([1.18384829, 2.84725382])"
16494,"array([1.18360571, 2.85903394])"
16495,"array([1.11406378, 2.83069446])"
16496,"array([0.82258779, 2.77028139])"
16497,"array([1.17317724, 2.7571546 ])"
16498,"array([0.96921811, 2.51437849])"
16499,"array([1.1514433 , 2.84012404])"
16500,"array([1.1227589 , 2.85621518])"
16501,"array([1.12382392, 2.79638577])"
16502,"array([0.88083506, 2.71193547])"
16503,"array([1.09291   , 2.83723832])"
16504,"array([0.79699951, 2.82418189])"
16505,"array([1.03357825, 2.79729018])"
16506,"array([1.09113091, 2.81619468])"
16507,"array([0.79609591, 2.76079888])"
16508,"array([1.14355723, 2.92055244])"
16509,"array([0.86571723, 3.05181046])"
16510,"array([0.92747944, 3.00121237])"
16511,"array([1.14794445, 2.7885886 ])"
16512,"array([0.86244711, 2.68879156])"
16513,"array([1.10487749, 2.83615741])"
16514,"array([0.85902244, 2.77711063])"
16515,"array([1.13508063, 2.8184096 ])"
16516,"array([0.83672351, 2.77929632])"
16517,"array([1.10941278, 2.84257978])"
16518,"array([0.82138255, 2.7907669 ])"
16519,"array([1.1467439, 2.8965239])"
16520,"array([1.10860965, 2.79963995])"
16521,"array([0.92053281, 2.67761263])"
16522,"array([1.15054766, 2.77611664])"
16523,"array([1.16256869, 2.85142255])"
16524,"array([1.03209121, 2.77819517])"
16525,"array([1.09767735, 2.80897237])"
16526,"array([1.14402435, 2.8388919 ])"
16527,"array([0.84366204, 2.8060237 ])"
16528,"array([1.07760505, 2.80091904])"
16529,"array([0.9504064 , 2.72294469])"
16530,"array([1.22270807, 2.80405586])"
16531,"array([1.10814594, 2.79304189])"
16532,"array([0.83730013, 2.67845634])"
16533,"array([1.11233399, 2.77134801])"
16534,"array([1.16394324, 2.79617663])"
16535,"array([1.18031039, 2.84315174])"
16536,"array([1.08902782, 2.78416868])"
16537,"array([1.10407337, 2.80660166])"
16538,"array([0.81402628, 2.75256334])"
16539,"array([1.11694634, 2.80719352])"
16540,"array([0.83359858, 2.73780119])"
16541,"array([0.9657365 , 2.78101316])"
16542,"array([1.20914876, 2.78733803])"
16543,"array([1.12200877, 2.79329715])"
16544,"array([0.84752114, 2.69364392])"
16545,"array([1.21127835, 2.76025356])"
16546,"array([0.98467605, 2.80939299])"
16547,"array([1.15853743, 2.84262229])"
16548,"array([1.07797766, 2.78217216])"
16549,"array([1.08713798, 2.78780641])"
16550,"array([0.8892664 , 2.71153169])"
16551,"array([0.78909758, 2.72985462])"
16552,"array([1.17259208, 2.87415706])"
16553,"array([1.12058318, 2.80338295])"
16554,"array([0.84059803, 2.72726109])"
16555,"array([1.17615864, 2.832048  ])"
16556,"array([1.1638013 , 2.88030146])"
16557,"array([1.16629304, 2.87784061])"
16558,"array([1.18033656, 2.86592035])"
16559,"array([1.08231937, 2.86158165])"
16560,"array([1.15839713, 2.76821482])"
16561,"array([1.19116648, 2.67840562])"
16562,"array([1.02901333, 2.42189058])"
16563,"array([1.29987735, 2.86112327])"
16564,"array([1.0133536 , 2.60839848])"
16565,"array([1.10847002, 2.82568461])"
16566,"array([1.09993931, 2.79770973])"
16567,"array([1.16999313, 2.80021724])"
16568,"array([1.18394404, 2.8202211 ])"
16569,"array([1.06055705, 2.79158176])"
16570,"array([1.09478938, 2.8488671 ])"
16571,"array([1.07780217, 2.77366264])"
16572,"array([1.23577399, 2.8560773 ])"
16573,"array([0.96571785, 2.89353669])"
16574,"array([1.74454219, 3.20449994])"
16575,"array([1.86167095, 3.28703308])"
16576,"array([1.60516696, 3.10750343])"
16577,"array([1.63131083, 3.13850096])"
16578,"array([1.6796665 , 3.18955173])"
16579,"array([1.64546296, 3.11607683])"
16580,"array([1.60762919, 3.09371701])"
16581,"array([1.71656303, 3.19743982])"
16582,"array([1.71012828, 3.18735692])"
16583,"array([1.62815779, 3.14447316])"
16584,"array([1.64513555, 3.14062602])"
16585,"array([1.69464407, 3.23191328])"
16586,"array([1.64875958, 3.14822759])"
16587,"array([1.61396544, 3.15920358])"
16588,"array([1.62208561, 3.14477543])"
16589,"array([1.77529918, 3.22225906])"
16590,"array([1.5703572 , 3.03553266])"
16591,"array([1.61654395, 3.10293323])"
16592,"array([1.53085978, 3.05432277])"
16593,"array([1.51934454, 3.07808241])"
16594,"array([1.58912924, 3.0775885 ])"
16595,"array([1.66594245, 3.16441677])"
16596,"array([1.48477985, 3.0647783 ])"
16597,"array([1.66584872, 3.2268715 ])"
16598,"array([1.7699194 , 3.20951593])"
16599,"array([1.75891284, 3.23426557])"
16600,"array([1.79274309, 3.1948782 ])"
16601,"array([1.73735194, 3.18237561])"
16602,"array([1.78541116, 3.25421524])"
16603,"array([1.68819992, 3.19220962])"
16604,"array([1.71947523, 3.22437065])"
16605,"array([1.60400728, 3.13973605])"
16606,"array([1.78231592, 3.15152521])"
16607,"array([1.75348953, 3.2024118 ])"
16608,"array([1.75797236, 3.19137218])"
16609,"array([1.60510616, 3.14591256])"
16610,"array([1.74979583, 3.18610456])"
16611,"array([1.74835917, 3.23481345])"
16612,"array([1.62755003, 3.13129467])"
16613,"array([1.70995993, 3.22711066])"
16614,"array([1.67433868, 3.16179515])"
16615,"array([1.581213  , 3.14336548])"
16616,"array([1.64308158, 3.12441715])"
16617,"array([1.62303726, 3.15055886])"
16618,"array([1.66774414, 3.20221186])"
16619,"array([1.7441575 , 3.30996916])"
16620,"array([1.63764624, 3.17361268])"
16621,"array([1.72797701, 3.22198606])"
16622,"array([1.60074424, 3.13237113])"
16623,"array([1.68904338, 3.20123832])"
16624,"array([1.67013075, 3.17262853])"
16625,"array([1.69308675, 3.16898769])"
16626,"array([1.71859158, 3.18780156])"
16627,"array([1.75257732, 3.25499357])"
16628,"array([1.71893878, 3.17732753])"
16629,"array([1.68178647, 3.15966604])"
16630,"array([1.718644  , 3.24918099])"
16631,"array([1.61199055, 3.09013528])"
16632,"array([1.72518002, 3.19361133])"
16633,"array([1.63255659, 3.14994754])"
16634,"array([1.70951432, 3.20101445])"
16635,"array([1.75448989, 3.22560127])"
16636,"array([1.65333528, 3.18110048])"
16637,"array([1.70526371, 3.23645417])"
16638,"array([1.73427478, 3.23431263])"
16639,"array([1.72104629, 3.21475615])"
16640,"array([1.59936376, 3.15152603])"
16641,"array([1.70766093, 3.21017794])"
16642,"array([1.73896264, 3.2183431 ])"
16643,"array([1.78970531, 3.23855044])"
16644,"array([1.76788036, 3.23775051])"
16645,"array([1.72564268, 3.20221808])"
16646,"array([1.85631284, 3.32247075])"
16647,"array([1.81144329, 3.30486744])"
16648,"array([1.64366537, 3.15831721])"
16649,"array([1.5422199 , 3.12774946])"
16650,"array([1.63272627, 3.16454186])"
16651,"array([1.73499177, 3.19375474])"
16652,"array([1.65719806, 3.17289   ])"
16653,"array([1.74156154, 3.22800049])"
16654,"array([1.70019829, 3.22456668])"
16655,"array([1.80587028, 3.2331663 ])"
16656,"array([1.71733784, 3.20592957])"
16657,"array([1.60793801, 3.15269582])"
16658,"array([1.56892728, 3.13177689])"
16659,"array([1.48303127, 3.03979718])"
16660,"array([1.5779518 , 3.12376431])"
16661,"array([1.57341992, 3.12686672])"
16662,"array([1.47989834, 3.04168966])"
16663,"array([1.50255848, 3.06104586])"
16664,"array([1.54167173, 3.13991579])"
16665,"array([1.5149187 , 3.08224656])"
16666,"array([1.6565483 , 3.21693983])"
16667,"array([1.64974293, 3.22252973])"
16668,"array([1.49943992, 3.05828546])"
16669,"array([1.50514528, 3.05725639])"
16670,"array([1.50377733, 3.06634663])"
16671,"array([1.49216708, 3.0348689 ])"
16672,"array([1.48745216, 3.03957787])"
16673,"array([1.49205701, 3.03928563])"
16674,"array([1.66970731, 3.2187951 ])"
16675,"array([1.5349892, 3.050554 ])"
16676,"array([1.6755687 , 3.18204418])"
16677,"array([1.57807728, 3.1173537 ])"
16678,"array([1.62510551, 3.13813072])"
16679,"array([1.70933728, 3.16974236])"
16680,"array([1.73419209, 3.27213742])"
16681,"array([1.52715992, 3.05208142])"
16682,"array([1.51254705, 3.04759872])"
16683,"array([1.65242427, 3.15467564])"
16684,"array([1.49689339, 3.01504901])"
16685,"array([1.61372216, 3.09717702])"
16686,"array([1.62973366, 3.07310784])"
16687,"array([1.51626751, 3.04604635])"
16688,"array([1.63500564, 3.12847802])"
16689,"array([1.74591931, 3.19370396])"
16690,"array([1.622714  , 3.10643692])"
16691,"array([1.72890014, 3.18408963])"
16692,"array([1.57642209, 3.06492409])"
16693,"array([1.69012381, 3.22196479])"
16694,"array([1.67509579, 3.21117533])"
16695,"array([1.67879126, 3.22149395])"
16696,"array([1.56645716, 3.1132866 ])"
16697,"array([1.56891527, 3.10806534])"
16698,"array([1.59614584, 3.13754595])"
16699,"array([1.59179952, 3.14105812])"
16700,"array([1.70784206, 3.25044418])"
16701,"array([1.5831945, 3.1183057])"
16702,"array([1.57753772, 3.09418737])"
16703,"array([1.84500897, 3.22964966])"
16704,"array([1.73523329, 3.16902423])"
16705,"array([1.88863805, 3.2791483 ])"
16706,"array([1.76492636, 3.12315902])"
16707,"array([1.76528086, 3.21704863])"
16708,"array([1.9015309 , 3.31704229])"
16709,"array([1.9580843 , 3.43619229])"
16710,"array([1.8320295 , 3.31317739])"
16711,"array([1.67005378, 3.08497761])"
16712,"array([1.88008943, 3.30751464])"
16713,"array([1.87049694, 3.31614337])"
16714,"array([1.86754997, 3.33013975])"
16715,"array([1.84901499, 3.30670356])"
16716,"array([1.90593516, 3.30131427])"
16717,"array([1.88388871, 3.34202567])"
16718,"array([1.85762645, 3.3378304 ])"
16719,"array([1.84190851, 3.28265082])"
16720,"array([1.85563804, 3.35121168])"
16721,"array([1.858457, 3.262389])"
16722,"array([1.88582706, 3.31824574])"
16723,"array([1.92649006, 3.27178705])"
16724,"array([1.51712797, 3.1276749 ])"
16725,"array([1.46500168, 2.97631154])"
16726,"array([1.57648025, 3.02821337])"
16727,"array([1.86396146, 3.36018059])"
16728,"array([1.56724745, 3.15814833])"
16729,"array([1.72529413, 3.32707378])"
16730,"array([1.85222151, 3.27361931])"
16731,"array([1.59147982, 2.92456615])"
16732,"array([1.46599624, 2.99345417])"
16733,"array([1.51762418, 2.96497051])"
16734,"array([1.60975711, 3.02108264])"
16735,"array([1.62082406, 2.98102968])"
16736,"array([1.68082721, 3.20556551])"
16737,"array([1.71212719, 3.21752523])"
16738,"array([1.73940779, 3.25391347])"
16739,"array([1.5852061, 3.124842 ])"
16740,"array([1.79860017, 3.28852989])"
16741,"array([1.73866839, 3.24546391])"
16742,"array([1.46896931, 3.05328804])"
16743,"array([1.74070583, 3.28238395])"
16744,"array([1.78524736, 3.27924405])"
16745,"array([1.58841587, 3.15546902])"
16746,"array([1.68683552, 3.23905039])"
16747,"array([1.70265912, 3.19144508])"
16748,"array([1.75433948, 3.2742646 ])"
16749,"array([1.72471942, 3.17024792])"
16750,"array([1.54237052, 3.05898336])"
16751,"array([1.76724992, 3.27353604])"
16752,"array([1.58300607, 3.15093925])"
16753,"array([1.61514337, 3.15192381])"
16754,"array([1.49590419, 3.05006464])"
16755,"array([1.61392273, 3.19056163])"
16756,"array([1.76592529, 3.22639015])"
16757,"array([1.90496444, 3.40621371])"
16758,"array([1.77658586, 3.284531  ])"
16759,"array([1.72161948, 3.26889617])"
16760,"array([1.70059443, 3.21539092])"
16761,"array([1.55302716, 3.09884322])"
16762,"array([1.62934553, 3.19813976])"
16763,"array([1.59673429, 3.15681141])"
16764,"array([1.74845553, 3.21635493])"
16765,"array([1.67269292, 3.14878947])"
16766,"array([1.72970372, 3.25849919])"
16767,"array([1.59581443, 3.10078168])"
16768,"array([1.70226054, 3.16025197])"
16769,"array([1.69303172, 3.15194686])"
16770,"array([1.62207026, 3.16306211])"
16771,"array([1.82851641, 3.37087829])"
16772,"array([1.76714451, 3.29138292])"
16773,"array([1.66645465, 3.14151823])"
16774,"array([1.57141994, 3.09318142])"
16775,"array([1.71319107, 3.23719675])"
16776,"array([1.59802762, 3.14495944])"
16777,"array([1.78307256, 3.20294902])"
16778,"array([1.53375148, 3.04438182])"
16779,"array([1.77898752, 3.29938459])"
16780,"array([1.90740658, 3.43463779])"
16781,"array([1.6536686 , 3.07444688])"
16782,"array([1.74770923, 3.24564465])"
16783,"array([1.76389567, 3.2615401 ])"
16784,"array([1.78171104, 3.267754  ])"
16785,"array([1.84198466, 3.32797606])"
16786,"array([1.72727026, 3.24375732])"
16787,"array([1.52738377, 3.06647396])"
16788,"array([1.45597299, 2.98612032])"
16789,"array([1.43212658, 2.99175798])"
16790,"array([1.61083248, 3.14567338])"
16791,"array([1.56813484, 3.03966143])"
16792,"array([1.77325001, 3.19644226])"
16793,"array([1.77870778, 3.21247265])"
16794,"array([1.51247386, 2.98330393])"
16795,"array([1.51634321, 2.99757477])"
16796,"array([1.5555617 , 3.02789332])"
16797,"array([1.58205361, 3.08292837])"
16798,"array([1.77788305, 3.23306444])"
16799,"array([1.69954479, 3.2024198 ])"
16800,"array([1.5107902 , 3.11280133])"
16801,"array([1.5025232 , 2.99686655])"
16802,"array([1.5154491, 3.0974806])"
16803,"array([1.52722455, 3.01301933])"
16804,"array([1.79219108, 3.20914067])"
16805,"array([1.63934163, 3.13548214])"
16806,"array([1.76334386, 3.18311585])"
16807,"array([1.65934483, 3.10186699])"
16808,"array([1.78603577, 3.22184097])"
16809,"array([1.42910429, 2.9701637 ])"
16810,"array([1.5607323 , 3.07740635])"
16811,"array([1.54795286, 3.05865866])"
16812,"array([1.55611796, 3.0418231 ])"
16813,"array([1.5766493 , 3.07548873])"
16814,"array([1.56454698, 3.06763743])"
16815,"array([1.56510799, 3.05602208])"
16816,"array([1.57535104, 3.04805785])"
16817,"array([1.7800615 , 3.19055509])"
16818,"array([1.51788754, 3.07272264])"
16819,"array([1.83602305, 3.23661296])"
16820,"array([1.79885411, 3.22010869])"
16821,"array([1.76238295, 3.20063228])"
16822,"array([1.79710156, 3.3020701 ])"
16823,"array([1.50530887, 3.02027201])"
16824,"array([1.63630038, 3.11029008])"
16825,"array([1.53651429, 3.01696027])"
16826,"array([1.97954564, 3.47473448])"
16827,"array([1.87911337, 3.35680435])"
16828,"array([1.76993423, 3.25158736])"
16829,"array([1.75895823, 3.24339449])"
16830,"array([2.02734524, 3.44470591])"
16831,"array([1.7302242 , 3.21222644])"
16832,"array([1.64380246, 3.10908946])"
16833,"array([1.81783662, 3.29474381])"
16834,"array([2.01205658, 3.44123304])"
16835,"array([2.00981224, 3.47584011])"
16836,"array([1.70960891, 3.18019477])"
16837,"array([1.79587334, 3.27303541])"
16838,"array([1.61082766, 3.1370982 ])"
16839,"array([1.99484734, 3.46803907])"
16840,"array([2.0003608, 3.4541297])"
16841,"array([1.97641258, 3.49269459])"
16842,"array([1.79884823, 3.26157114])"
16843,"array([1.80358835, 3.25175989])"
16844,"array([1.99484667, 3.48770984])"
16845,"array([2.01843272, 3.46126852])"
16846,"array([1.82600366, 3.28235277])"
16847,"array([1.81676716, 3.25507104])"
16848,"array([1.95136201, 3.4094673 ])"
16849,"array([1.81272202, 3.2681864 ])"
16850,"array([1.97697426, 3.38761393])"
16851,"array([1.90712624, 3.3362118 ])"
16852,"array([1.73665137, 3.20470399])"
16853,"array([1.65828518, 3.1105773 ])"
16854,"array([1.81245838, 3.28310482])"
16855,"array([1.92888763, 3.35800272])"
16856,"array([1.96522493, 3.39916539])"
16857,"array([1.89256654, 3.32989312])"
16858,"array([1.53318414, 3.02674456])"
16859,"array([1.89396495, 3.30705123])"
16860,"array([1.72266593, 3.2344957 ])"
16861,"array([1.87115272, 3.29593413])"
16862,"array([1.85031983, 3.36664156])"
16863,"array([1.90426406, 3.27618384])"
16864,"array([1.86961358, 3.34423661])"
16865,"array([1.84382241, 3.34438828])"
16866,"array([1.87872654, 3.32941569])"
16867,"array([1.88794915, 3.29470209])"
16868,"array([1.84002732, 3.35718252])"
16869,"array([1.90070938, 3.28941278])"
16870,"array([1.52292483, 3.24178238])"
16871,"array([1.52195172, 3.05077842])"
16872,"array([1.51266765, 2.9889242 ])"
16873,"array([1.45089636, 3.17321037])"
16874,"array([1.5719552, 3.1519274])"
16875,"array([1.63977592, 2.99732535])"
16876,"array([1.42997856, 2.92598928])"
16877,"array([1.63115701, 2.84519454])"
16878,"array([1.41453688, 2.95592505])"
16879,"array([1.40036048, 2.91838662])"
16880,"array([1.66707481, 3.13362128])"
16881,"array([1.85013311, 3.29372452])"
16882,"array([1.61000392, 3.11477552])"
16883,"array([1.91953585, 3.30779117])"
16884,"array([1.84918988, 3.24804028])"
16885,"array([1.83734565, 3.26871615])"
16886,"array([2.04424257, 3.39626745])"
16887,"array([1.91798094, 3.28464378])"
16888,"array([2.04693446, 3.37766263])"
16889,"array([1.87397279, 3.23717405])"
16890,"array([1.83361125, 3.24903455])"
16891,"array([1.84439131, 3.2579657 ])"
16892,"array([1.95894118, 3.3200393 ])"
16893,"array([2.05727722, 3.36147141])"
16894,"array([1.8920035 , 3.25250489])"
16895,"array([2.01616186, 3.33011116])"
16896,"array([1.86454419, 3.24461332])"
16897,"array([2.07261793, 3.3500635 ])"
16898,"array([2.06136038, 3.38673691])"
16899,"array([2.07144403, 3.3701606 ])"
16900,"array([1.94873043, 3.23461121])"
16901,"array([1.95460999, 3.22069249])"
16902,"array([1.96782327, 3.21567283])"
16903,"array([1.64225127, 3.07979609])"
16904,"array([1.93846461, 3.22430585])"
16905,"array([1.96334031, 3.23258802])"
16906,"array([1.93919247, 3.2537939 ])"
16907,"array([1.97446613, 3.20259372])"
16908,"array([1.95815427, 3.20302637])"
16909,"array([1.94579778, 3.21071858])"
16910,"array([1.95328765, 3.24748167])"
16911,"array([1.96673038, 3.19104198])"
16912,"array([1.88387037, 3.22978993])"
16913,"array([1.93566678, 3.24047854])"
16914,"array([1.98526888, 3.32543856])"
16915,"array([1.81713034, 3.24087557])"
16916,"array([1.45346864, 2.99395209])"
16917,"array([1.96504659, 3.34438417])"
16918,"array([1.95595676, 3.36564274])"
16919,"array([1.9722546 , 3.35840378])"
16920,"array([1.98186818, 3.341529  ])"
16921,"array([1.69556436, 3.24322551])"
16922,"array([1.63253042, 3.28150591])"
16923,"array([1.46552789, 3.04580214])"
16924,"array([1.32525554, 3.17042078])"
16925,"array([1.35995231, 3.20011728])"
16926,"array([1.64282382, 3.26918711])"
16927,"array([1.49497649, 3.16559008])"
16928,"array([1.38059553, 2.93225006])"
16929,"array([1.67178643, 2.90815255])"
16930,"array([1.66247217, 3.00499045])"
16931,"array([1.86679731, 2.80661514])"
16932,"array([1.39486895, 2.90794881])"
16933,"array([1.59144739, 2.89158325])"
16934,"array([1.85817241, 2.86119638])"
16935,"array([1.22760745, 3.09473096])"
16936,"array([1.17641956, 3.09122174])"
16937,"array([1.27969119, 2.97438751])"
16938,"array([1.09916175, 3.49305077])"
16939,"array([1.10827137, 3.07251271])"
16940,"array([1.27234625, 2.97273821])"
16941,"array([1.04550232, 3.32901096])"
16942,"array([1.02745017, 3.3233469 ])"
16943,"array([1.01787446, 3.31948126])"
16944,"array([1.02118885, 3.33214193])"
16945,"array([1.00686617, 3.35503353])"
16946,"array([0.87920588, 3.56559911])"
16947,"array([1.27834898, 2.99388673])"
16948,"array([1.27591388, 3.00602764])"
16949,"array([0.8011921 , 3.69909878])"
16950,"array([1.31870799, 3.24759378])"
16951,"array([1.11294264, 3.38992588])"
16952,"array([1.20205295, 3.12756643])"
16953,"array([1.11010235, 3.44009539])"
16954,"array([1.11972196, 3.43808109])"
16955,"array([1.1036246 , 3.42593339])"
16956,"array([1.09480698, 3.37921121])"
16957,"array([1.09217131, 3.36997071])"
16958,"array([1.22411894, 3.25031734])"
16959,"array([1.1257995, 3.3841712])"
16960,"array([1.09936605, 3.35436191])"
16961,"array([1.10641335, 3.45346216])"
16962,"array([1.20097625, 3.2945635 ])"
16963,"array([1.08360876, 3.30027764])"
16964,"array([1.16129533, 3.12147463])"
16965,"array([1.10631022, 3.3970732 ])"
16966,"array([1.100285  , 3.43723175])"
16967,"array([1.13374109, 3.34455482])"
16968,"array([1.19873662, 3.14926018])"
16969,"array([1.09807004, 3.06314491])"
16970,"array([1.12732865, 3.37229263])"
16971,"array([1.22975305, 3.25293584])"
16972,"array([1.10057723, 3.3885647 ])"
16973,"array([1.10324954, 3.21091945])"
16974,"array([1.07690963, 3.34637789])"
16975,"array([1.13350836, 3.52391744])"
16976,"array([1.12662074, 3.40140544])"
16977,"array([1.1970809 , 3.42719555])"
16978,"array([1.15999439, 3.367938  ])"
16979,"array([1.19169846, 3.23268317])"
16980,"array([1.10516012, 3.37857568])"
16981,"array([1.40856481, 2.93380152])"
16982,"array([1.29467738, 3.26350992])"
16983,"array([1.07409758, 3.23415436])"
16984,"array([1.10441149, 3.22688211])"
16985,"array([1.215347  , 3.32095463])"
16986,"array([1.25606835, 2.98716126])"
16987,"array([1.30625369, 2.97206696])"
16988,"array([1.27724695, 2.99780798])"
16989,"array([1.05458386, 3.33755607])"
16990,"array([1.2320799 , 3.05676529])"
16991,"array([1.11361119, 3.325017  ])"
16992,"array([1.04530837, 3.08209342])"
16993,"array([1.13565556, 3.33579496])"
16994,"array([1.1440744 , 3.34021943])"
16995,"array([0.83176549, 3.23115363])"
16996,"array([1.37709268, 3.02540908])"
16997,"array([1.53447967, 3.38053896])"
16998,"array([1.61744699, 3.57109864])"
16999,"array([1.59845009, 3.5739243 ])"
17000,"array([1.23952486, 2.86319561])"
17001,"array([1.19128559, 2.95431834])"
17002,"array([0.94769094, 3.1455426 ])"
17003,"array([1.28085852, 2.85415494])"
17004,"array([1.24617218, 2.88769361])"
17005,"array([1.05527473, 2.74679941])"
17006,"array([1.8439688 , 3.10443198])"
17007,"array([1.67626248, 3.03432573])"
17008,"array([1.44582262, 2.96922452])"
17009,"array([1.48195296, 2.93613486])"
17010,"array([1.54134081, 2.95090036])"
17011,"array([1.83623191, 3.11088181])"
17012,"array([1.89351215, 3.14959027])"
17013,"array([1.412107  , 2.87776464])"
17014,"array([1.65213745, 3.06073709])"
17015,"array([1.89976594, 3.13721896])"
17016,"array([1.90779975, 3.12750844])"
17017,"array([1.57655923, 3.0538382 ])"
17018,"array([1.51032506, 3.03621613])"
17019,"array([1.07999679, 2.92851799])"
17020,"array([1.03901173, 3.00371229])"
17021,"array([1.0845275 , 2.92682306])"
17022,"array([1.10299606, 2.94716272])"
17023,"array([1.08144287, 2.9443661 ])"
17024,"array([1.07399974, 2.77249268])"
17025,"array([1.19677781, 2.88433133])"
17026,"array([0.91315636, 3.01221891])"
17027,"array([1.15157799, 2.99911641])"
17028,"array([1.10214514, 3.14754033])"
17029,"array([1.13456922, 2.99492288])"
17030,"array([1.26374613, 2.9386075 ])"
17031,"array([1.06760645, 3.33063315])"
17032,"array([0.951338  , 3.34258846])"
17033,"array([1.25221896, 2.98678044])"
17034,"array([1.240753 , 2.9702333])"
17035,"array([1.19828846, 3.14029945])"
17036,"array([1.41634546, 2.91975055])"
17037,"array([1.16793907, 2.97789125])"
17038,"array([1.09544348, 2.73667574])"
17039,"array([1.13105762, 2.63473602])"
17040,"array([1.07419402, 2.81299524])"
17041,"array([1.21427173, 2.81199095])"
17042,"array([1.16190528, 2.81711753])"
17043,"array([1.05977991, 2.69150923])"
17044,"array([0.81957711, 2.53797357])"
17045,"array([1.2669088 , 2.80231024])"
17046,"array([1.09077481, 2.73728994])"
17047,"array([1.15168582, 2.80660048])"
17048,"array([1.1007839 , 3.10853991])"
17049,"array([1.10950139, 3.10695627])"
17050,"array([0.99229079, 3.00658197])"
17051,"array([1.18930422, 3.0519561 ])"
17052,"array([1.10233857, 3.11526886])"
17053,"array([1.10588324, 3.11882958])"
17054,"array([1.11841087, 3.11975066])"
17055,"array([1.12749751, 3.04969326])"
17056,"array([1.08436643, 3.19967826])"
17057,"array([1.09177586, 3.12017558])"
17058,"array([1.10108987, 3.12226335])"
17059,"array([1.09608253, 3.14656616])"
17060,"array([1.18390755, 2.99396251])"
17061,"array([1.07337701, 3.07181338])"
17062,"array([1.05780157, 3.10989793])"
17063,"array([1.18790441, 2.99500626])"
17064,"array([1.04028333, 3.0934136 ])"
17065,"array([1.17892956, 2.9949849 ])"
17066,"array([1.19269315, 2.99567879])"
17067,"array([1.15157839, 3.07919628])"
17068,"array([1.18911318, 3.03559619])"
17069,"array([1.2109609 , 3.03321595])"
17070,"array([1.09923529, 3.30220919])"
17071,"array([1.24083883, 2.89885118])"
17072,"array([1.06277425, 2.87819997])"
17073,"array([1.1739989 , 3.06312271])"
17074,"array([1.53136087, 2.95081234])"
17075,"array([1.22411899, 2.89135882])"
17076,"array([1.65281315, 2.94434873])"
17077,"array([1.0149233 , 2.90545359])"
17078,"array([1.27671229, 2.7982222 ])"
17079,"array([1.22585525, 2.50333525])"
17080,"array([1.33356299, 2.9163096 ])"
17081,"array([0.88467408, 2.91192956])"
17082,"array([1.14343341, 3.01740552])"
17083,"array([0.94752209, 2.86337179])"
17084,"array([0.92141236, 2.86791062])"
17085,"array([0.80768179, 2.87196227])"
17086,"array([1.03465243, 2.81757992])"
17087,"array([1.03613523, 2.87538862])"
17088,"array([1.11179752, 2.91467636])"
17089,"array([0.85179121, 3.05272953])"
17090,"array([0.98882715, 2.8419201 ])"
17091,"array([0.95628167, 2.876361  ])"
17092,"array([1.01392953, 2.86667949])"
17093,"array([1.01573759, 2.92508083])"
17094,"array([1.22748948, 2.90274502])"
17095,"array([0.96291909, 2.91985243])"
17096,"array([0.75078213, 2.92878371])"
17097,"array([1.02427348, 2.82663497])"
17098,"array([1.23813075, 2.75427945])"
17099,"array([0.97892886, 2.90510762])"
17100,"array([0.94432558, 2.91911008])"
17101,"array([1.12282859, 2.97571257])"
17102,"array([0.95091083, 2.8378826 ])"
17103,"array([0.9257028 , 2.89072819])"
17104,"array([1.03366325, 2.88759028])"
17105,"array([0.93687227, 2.79685415])"
17106,"array([0.69115922, 2.784568  ])"
17107,"array([0.81515824, 2.86297288])"
17108,"array([1.03501272, 2.82781172])"
17109,"array([1.02707608, 2.78633106])"
17110,"array([0.99385981, 2.86210778])"
17111,"array([0.92685774, 2.86271202])"
17112,"array([1.03440829, 2.86560526])"
17113,"array([1.08437414, 2.90376973])"
17114,"array([1.04281455, 2.80213999])"
17115,"array([0.86646055, 2.76756115])"
17116,"array([0.99393197, 2.87401398])"
17117,"array([1.05374221, 2.9139194 ])"
17118,"array([1.05370908, 2.89748696])"
